Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,blue_1 Price,blue_2 Price,blue_3 Price,gold_1 Price,gold_2 Price,gold_3 Price,sage-1 Price,sage-10 Price,sage-100 Price,sage-101 Price,sage-102 Price,sage-103 Price,sage-104 Price,sage-105 Price,sage-106 Price,sage-108 Price,sage-109 Price,sage-11 Price,sage-110 Price,sage-111 Price,sage-112 Price,sage-113 Price,sage-114 Price,sage-115 Price,sage-116 Price,sage-12 Price,sage-123 Price,sage-126 Price,sage-130 Price,sage-132 Price,sage-133 Price,sage-134 Price,sage-139 Price,sage-14 Price,sage-140 Price,sage-143 Price,sage-147 Price,sage-148 Price,sage-149 Price,sage-15 Price,sage-150 Price,sage-151 Price,sage-157 Price,sage-16 Price,sage-160 Price,sage-161 Price,sage-163 Price,sage-164 Price,sage-166 Price,sage-169 Price,sage-17 Price,sage-170 Price,sage-173 Price,sage-174 Price,sage-175 Price,sage-176 Price,sage-178 Price,sage-179 Price,sage-18 Price,sage-181 Price,sage-182 Price,sage-184 Price,sage-186 Price,sage-187 Price,sage-188 Price,sage-189 Price,sage-192 Price,sage-195 Price,sage-2 Price,sage-200 Price,sage-204 Price,sage-206 Price,sage-209 Price,sage-21 Price,sage-211 Price,sage-215 Price,sage-216 Price,sage-22 Price,sage-220 Price,sage-221 Price,sage-224 Price,sage-225 Price,sage-229 Price,sage-23 Price,sage-231 Price,sage-232 Price,sage-234 Price,sage-236 Price,sage-238 Price,sage-239 Price,sage-24 Price,sage-241 Price,sage-242 Price,sage-244 Price,sage-245 Price,sage-246 Price,sage-247 Price,sage-249 Price,sage-256 Price,sage-257 Price,sage-259 Price,sage-260 Price,sage-263 Price,sage-265 Price,sage-266 Price,sage-269 Price,sage-27 Price,sage-270 Price,sage-272 Price,sage-273 Price,sage-275 Price,sage-279 Price,sage-28 Price,sage-284 Price,sage-285 Price,sage-286 Price,sage-29 Price,sage-290 Price,sage-296 Price,sage-3 Price,sage-30 Price,sage-300 Price,sage-301 Price,sage-304 Price,sage-306 Price,sage-307 Price,sage-31 Price,sage-310 Price,sage-311 Price,sage-312 Price,sage-313 Price,sage-318 Price,sage-319 Price,sage-325 Price,sage-329 Price,sage-33 Price,sage-330 Price,sage-331 Price,sage-332 Price,sage-333 Price,sage-334 Price,sage-336 Price,sage-34 Price,sage-343 Price,sage-345 Price,sage-349 Price,sage-351 Price,sage-352 Price,sage-354 Price,sage-355 Price,sage-356 Price,sage-358 Price,sage-36 Price,sage-362 Price,sage-363 Price,sage-365 Price,sage-366 Price,sage-367 Price,sage-37 Price,sage-370 Price,sage-371 Price,sage-372 Price,sage-373 Price,sage-375 Price,sage-376 Price,sage-377 Price,sage-38 Price,sage-383 Price,sage-384 Price,sage-387 Price,sage-39 Price,sage-390 Price,sage-396 Price,sage-397 Price,sage-398 Price,sage-4 Price,sage-40 Price,sage-401 Price,sage-403 Price,sage-404 Price,sage-41 Price,sage-410 Price,sage-413 Price,sage-42 Price,sage-420 Price,sage-422 Price,sage-423 Price,sage-425 Price,sage-426 Price,sage-427 Price,sage-43 Price,sage-431 Price,sage-432 Price,sage-433 Price,sage-438 Price,sage-442 Price,sage-446 Price,sage-451 Price,sage-452 Price,sage-453 Price,sage-454 Price,sage-455 Price,sage-456 Price,sage-457 Price,sage-458 Price,sage-46 Price,sage-462 Price,sage-465 Price,sage-466 Price,sage-47 Price,sage-477 Price,sage-478 Price,sage-479 Price,sage-48 Price,sage-480 Price,sage-482 Price,sage-484 Price,sage-488 Price,sage-49 Price,sage-491 Price,sage-493 Price,sage-494 Price,sage-496 Price,sage-499 Price,sage-500 Price,sage-501 Price,sage-502 Price,sage-503 Price,sage-53 Price,sage-56 Price,sage-57 Price,sage-58 Price,sage-6 Price,sage-60 Price,sage-61 Price,sage-62 Price,sage-63 Price,sage-64 Price,sage-65 Price,sage-66 Price,sage-67 Price,sage-69 Price,sage-7 Price,sage-71 Price,sage-75 Price,sage-76 Price,sage-77 Price,sage-78 Price,sage-79 Price,sage-80 Price,sage-81 Price,sage-82 Price,sage-83 Price,sage-84 Price,sage-85 Price,sage-86 Price,sage-87 Price,sage-89 Price,sage-9 Price,sage-91 Price,sage-92 Price,sage-93 Price,sage-94 Price,sage-95 Price,sage-99 Price,test-custom-1 Price,test-custom-2 Price,wholesale-club Price
Slush Puppie Manual Fill Premix,Slush Puppie Classic Blue Raspberry Flavour Premix  2x 5L,Default Title,29877248622674,SP103020,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,48.3,78,68.95,82.58,68.31,84.54,47.5,68.31,68.28,78.04,45,69.37,70.19,71.3,62.76,60.2,56.03,59.18,31.04,75.44,61.12,98.2,53.78,,42.5,53.8,76.5,67.25,81.12,71.72,64.04,64,41.15,59.78,61.06,44.62,75.48,59.77,47.25,,61.27,65.47,83.82,67.25,74.66,72.57,55.12,89.66,,80.7,76.21,58.28,74.42,89.66,81.12,64.02,89.66,55.58,67.34,46.8,53.8,30.37,57.75,85.39,70.5,62.76,53.8,55.95,83.82,80.7,59.18,71.72,80.7,76.21,87.95,67.25,,54,25.67,59.77,48,87.95,63,76.85,85.22,87.95,100.87,76.12,85.38,88.62,70.36,89.66,62.76,101.14,76.85,89.66,76.21,85.39,59.78,64.56,89.66,,,51.24,75.58,78.37,80.32,59.78,72.58,51.74,84.28,68.31,80.7,56.09,65.81,64.04,85.39,71.72,67.24,60.3,66.41,49.32,62.76,55.05,51.24,76.85,76.85,64.04,83.38,44.83,67.24,50.86,59.78,50.26,89.66,78.86,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,51.24,71.72,64.04,,,39.38,,59.78,85.39,76.21,85.39,81.12,85.39,85.18,93.29,83.82,72.58,68.31,44.8,68.31,81.12,,85.39,81.72,85.39,,87.86,72.58,78.86,,81.12,82.59,,47.78,64.05,85.16,76.85,103.11,85.39,59.78,101.14,78.38,85.39,62.96,66.67,85.39,85.39,81.12,87.19,64.04,47.62,68.31,59.78,98.2,34.33,,73.52,93.29,,59.78,,76.85,72.58,51.87,76.85,72.58,81.12,85.39,85.18,93.29,85.39,76.48,59.78,75.32,58.3,57.17,55.14,53.35,49.32,68.52,68.14,,,67.24,66.18,87.42,,85.39,73.97,89.66,70.36,67.25,71.66,78,70.19,79.78,59.78,76.85,73.97,80.7,56.14,65.75,62.43,45.53,,53.27,64.04,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Cherry Flavour Premix  2x 5L,Default Title,29877248426066,SP103025,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,67.84,78,60.33,82.58,68.31,81.72,47.5,68.31,68.28,66.68,,69.37,61.43,72.08,44.89,60.2,42.7,59.18,31.04,75.44,82.58,98.2,53.78,,62.76,47.07,76.5,67.25,81.12,71.72,65,64,41.15,59.78,61.06,44.62,67.76,72.82,47.25,,61.27,65.47,83.82,67.25,75.43,72.57,55.12,89.66,,80.7,76.21,58.28,65.12,89.66,52.3,64.02,89.66,55.58,67.34,46.8,78.45,30.37,57.75,85.39,70.5,89.66,53.8,55.95,73.34,80.7,50.03,71.72,58.84,76.21,87.95,52,,54,25.67,59.77,48,87.95,63,76.85,76.46,87.95,100.87,78.45,78.45,88.62,70.36,89.66,58.83,101.14,98.2,89.66,76.21,78.45,74.52,56.47,78.45,,,51.24,75.58,68.58,80.32,59.78,63.5,65.12,84.28,68.31,80.7,56.09,65.81,58.9,85.39,62.76,67.24,60.3,66.41,43.14,50.99,55.05,44.83,76.85,76.85,68.31,83.38,39.23,58.83,50.86,59.78,68.73,89.66,,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,44.83,71.72,64.04,,,39.38,,52.3,74.71,76.21,85.39,,,74.53,93.29,56.48,63.5,59.77,44.8,53.55,70.97,,74.71,81.72,85.39,,76.89,72.58,78.86,,,,,47.78,64.05,85.16,,90.22,,,101.14,78.38,85.39,62.96,66.67,,,81.12,87.19,64.04,41.67,68.31,59.78,98.2,30.05,,73.52,93.29,,65.76,,76.85,72.58,45.4,76.85,72.58,,85.39,,93.29,62.9,45.82,59.78,65.9,73.34,76.1,52.33,53.35,49.32,68.52,56.48,,,67.24,66.18,76.49,,74.71,64.72,89.66,70.36,58.84,71.66,68.25,72.58,79.78,59.78,70.61,73.97,80.7,62.76,65.75,87.38,45.53,,53,64.04,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Cola Flavour Premix  2x 5L,Default Title,29877248458834,SP103024,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,67.84,78,60.33,82.58,68.31,84.54,47.5,68.31,68.28,66.68,,69.37,61.43,72.08,44.89,60.2,42.7,59.18,31.04,75.44,61.12,98.2,53.78,,62.76,47.07,76.5,67.25,81.12,71.72,65,64,41.15,59.78,61.06,44.62,67.76,72.82,47.25,,61.27,65.47,83.82,67.25,74.66,72.57,55.12,89.66,,80.7,76.21,58.28,65.12,89.66,52.3,64.02,89.66,55.58,67.34,46.8,78.45,30.37,57.75,85.39,70.5,62.76,53.8,55.95,73.34,80.7,50.03,71.72,58.84,76.21,87.95,52,,54,25.67,59.77,48,87.95,63,76.85,76.46,87.95,100.87,78.45,78.45,88.62,70.36,89.66,58.83,101.14,98.2,89.66,76.21,78.45,74.52,56.47,78.45,,,51.24,75.58,68.58,80.32,59.78,63.5,65.12,84.28,68.31,80.7,56.09,65.81,58.9,85.39,62.76,67.24,60.3,66.41,43.14,50.99,55.05,44.83,76.85,76.85,68.31,83.38,39.23,58.83,50.86,59.78,68.73,89.66,,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,44.83,71.72,64.04,,,39.38,,52.3,74.71,76.21,85.39,,,74.53,93.29,56.48,63.5,59.77,44.8,53.55,70.97,,74.71,81.72,85.39,,76.89,72.58,78.86,,,,,47.78,64.05,85.16,,90.22,,,101.14,78.38,85.39,62.96,66.67,,,81.12,87.19,64.04,41.67,68.31,59.78,98.2,30.05,,73.52,93.29,,65.76,,76.85,72.58,45.4,76.85,72.58,,85.39,,93.29,62.9,45.82,59.78,65.9,73.34,76.1,52.33,53.35,49.32,68.52,56.48,,,67.24,66.18,76.49,,74.71,64.72,89.66,70.36,58.84,71.66,68.25,70.19,79.78,59.78,70.61,73.97,80.7,62.76,65.75,62.43,45.53,,53,64.04,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Lemon Flavour Premix 2 x 5L,Default Title,33597554098313,SP103028,106.73,,85.39,84.11,83.26,82.4,81.55,80.69,90.72,67.84,,60.33,,,,,,,66.68,,,61.43,72.08,44.89,,,,24.93,,,98.73,,,62.76,47.07,,,,,65,,,,,,67.76,72.82,,,,,,,,,,,,,,,65.12,,52.3,,,,,,78.45,24.33,,,,,,,73.34,,50.03,,58.84,,106.73,52,,,22.79,,,88.05,,,76.46,,101.39,78.45,78.45,,72.04,,58.83,,,,,78.45,74.52,56.47,78.45,,,,,68.58,,,63.5,65.12,,,,,,,85.38,62.76,,,,43.14,50.99,,44.83,,,,,39.23,58.83,,,68.73,,,,,,,,,,85.38,,,,,,,44.83,,,,,,,52.3,74.71,,,,,74.53,,56.48,63.5,59.77,,53.55,70.97,,74.71,,,,76.89,,,,,,,,,,,90.22,,,,,,,,,,,,,41.67,,,,30.05,,,,,65.76,,,,45.4,,,,,,,62.9,45.82,,65.9,73.34,76.1,52.33,,,,56.48,,,,,76.49,,74.71,64.72,,72.04,58.84,,68.25,,,,70.61,,,62.76,,,,,,64.04,,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Lemon/Lime Flavour Premix  2x 5L,Default Title,29877248524370,SP103022,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,,78,,82.58,68.31,84.54,47.5,68.31,68.28,,,69.37,,,,60.2,42.7,59.18,31.04,75.44,61.12,98.2,53.78,,,,76.5,67.25,81.12,71.72,,64,41.15,59.78,61.06,44.62,,,47.25,,61.27,65.47,83.82,67.25,74.66,72.57,55.12,89.66,,80.7,76.21,58.28,,89.66,,64.02,89.66,55.58,67.34,46.8,,30.37,57.75,85.39,70.5,62.76,53.8,55.95,,80.7,,71.72,,76.21,87.95,,,54,25.67,59.77,48,87.95,63,76.85,,87.95,100.87,,,88.62,70.36,89.66,,101.14,76.85,89.66,76.21,,,,,,,51.24,75.58,,80.32,59.78,,,84.28,68.31,80.7,56.09,65.81,58.9,85.39,,67.24,60.3,66.41,,,55.05,,76.85,76.85,68.31,83.38,,,50.86,59.78,,89.66,,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,,71.72,64.04,,,39.38,,,,76.21,85.39,,,,93.29,,,,44.8,,,,,81.72,85.39,,,72.58,78.86,,,,,47.78,64.05,85.16,,,,,101.14,78.38,85.39,62.96,66.67,,,81.12,87.19,64.04,,68.31,59.78,98.2,,,73.52,93.29,,,,76.85,72.58,,76.85,72.58,,85.39,,93.59,,,59.78,,,,,53.35,49.32,68.52,,,,67.24,66.18,,,,,89.66,70.36,,71.66,,70.19,79.78,59.78,,73.97,80.7,,65.75,62.43,45.53,,53,,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Orange Flavour Premix  2x 5L,Default Title,29877248491602,SP103023,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,67.84,78,60.33,82.58,68.31,84.54,47.5,68.31,68.28,66.68,,69.37,61.43,72.08,44.89,60.2,42.7,59.18,31.04,75.44,61.12,98.2,53.78,,62.76,47.07,76.5,67.25,81.12,71.72,65,64,41.15,59.78,61.06,44.62,67.76,72.82,47.25,,61.27,65.47,83.82,67.25,74.66,72.57,55.12,89.66,,80.7,76.21,58.28,65.12,89.66,52.3,64.02,89.66,55.58,67.34,46.8,78.45,30.37,57.75,85.39,70.5,62.76,53.8,55.95,73.34,80.7,50.03,71.72,58.84,76.21,87.95,52,,54,25.67,59.77,48,87.95,63,76.85,76.46,87.95,100.87,78.45,78.45,88.62,70.36,89.66,58.83,101.14,98.2,89.66,76.21,78.45,74.52,56.47,78.45,,,51.24,75.58,68.58,80.32,59.78,63.5,65.12,84.28,68.31,80.7,56.09,65.81,58.9,85.39,62.76,67.24,60.3,66.41,43.14,50.99,55.05,44.83,76.85,76.85,68.31,83.38,39.23,58.83,50.86,59.78,68.73,89.66,,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,44.83,71.72,64.04,,,39.38,,52.3,74.71,76.21,85.39,,,74.53,93.29,56.48,63.5,59.77,44.8,53.55,70.97,,74.71,81.72,85.39,,76.89,72.58,78.86,,,,,47.78,64.05,85.16,,90.22,,,101.14,78.38,85.39,62.96,66.67,,,81.12,87.19,68.31,41.67,68.31,59.78,98.2,30.05,,73.52,93.29,,65.76,,76.85,72.58,45.4,76.85,72.58,,85.39,,93.29,62.9,45.82,59.78,65.9,73.34,76.1,52.33,53.35,49.32,68.52,56.48,,,67.24,66.18,76.49,,74.71,64.72,89.66,70.36,58.84,71.66,68.25,70.19,79.78,59.78,70.61,73.97,80.7,62.76,65.75,62.43,45.53,,53,64.04,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie Classic Strawberry Flavour Premix 2x 5L,Default Title,29877248557138,SP103021,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,48.3,78,68.95,82.58,68.31,84.54,47.5,68.31,68.28,78.04,45,69.37,70.19,71.3,62.76,60.2,50.03,59.18,31.04,75.44,61.12,98.2,53.78,,42.5,49.56,76.5,67.25,81.12,71.72,64.04,64,41.15,59.78,61.06,44.62,75.48,59.77,47.25,,61.27,65.47,83.82,67.25,74.66,72.57,55.12,89.66,,80.7,76.21,58.28,65.64,89.66,81.12,64.02,89.66,55.58,67.34,46.8,53.8,30.37,57.75,85.39,70.5,62.76,53.8,55.95,83.82,80.7,59.18,71.72,80.7,76.21,87.95,67.25,,54,25.67,59.77,48,87.95,63,76.85,85.22,87.95,100.87,76.12,85.38,88.62,70.36,89.66,62.76,101.14,76.85,89.66,76.21,85.39,59.78,62.4,89.66,,,51.24,75.58,78.37,80.32,59.78,72.58,51.74,84.28,68.31,80.7,56.09,65.81,64.04,85.39,71.72,67.24,60.3,66.41,49.32,62.76,55.05,51.24,76.85,76.85,64.04,83.38,44.83,67.24,50.86,59.78,50.26,89.66,78.86,31.04,85.39,64.04,42.7,39.5,73.5,,85.39,,80.7,64.04,76.85,59.77,98.62,51.24,71.72,64.04,,,39.38,,59.78,85.39,76.21,85.39,81.12,85.39,85.18,93.29,83.82,72.58,68.31,44.8,68.31,81.12,,85.39,81.72,85.39,,87.86,72.58,78.86,,81.12,82.59,,47.78,64.05,85.16,76.85,103.11,85.39,59.78,101.14,78.38,85.39,62.96,66.67,85.39,85.39,81.12,87.19,64.04,47.62,68.31,59.78,98.2,34.33,,73.52,93.29,,59.78,,76.85,72.58,51.87,76.85,72.58,81.12,85.39,85.18,93.29,85.39,76.48,59.78,89.66,83.82,57.17,59.8,53.35,49.32,68.52,89.66,,,67.24,66.18,84.5,,85.39,71.5,89.66,70.36,78,71.66,83.98,70.19,79.78,59.78,76.85,73.97,80.7,82.94,65.75,62.43,45.53,,53.27,64.04,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Blue Raspberry Flavour Premix 2x 5L,Default Title,29877248393298,SU103010,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,48.3,78,68.95,82.58,68.31,84.54,47.5,68.31,68.28,78.04,45,69.37,70.19,71.3,62.76,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,42.5,53.8,76.5,67.25,81.12,71.72,64.04,64,44.61,59.78,61.06,44.62,75.48,59.77,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,74.42,89.66,81.12,64.02,89.66,55.58,67.34,46.8,53.8,29.96,57.75,85.39,70.5,62.76,53.8,58.19,83.82,71.65,59.18,71.72,80.7,76.21,87.95,67.25,,54,25.67,59.77,48,87.95,63,76.85,98.2,87.95,100.87,76.12,85.18,88.62,70.36,89.66,62.76,101.14,76.85,89.66,76.21,85.39,59.78,64.56,89.66,,,51.24,75.58,78.37,80.32,59.78,72.58,51.74,79.16,85.3,80.7,56.09,65.81,64.04,85.39,71.72,67.24,60.3,66.41,49.32,62.76,55.05,51.24,76.85,76.85,64.04,66.84,44.83,67.24,50.86,59.78,50.26,89.66,78.86,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,51.24,71.72,64.04,,,39.38,85.39,59.78,85.39,76.21,85.39,81.12,85.39,85.18,96.46,83.82,72.58,68.31,45.92,68.31,81.12,,85.39,81.72,85.39,,87.86,72.58,78.86,,81.12,82.59,,47.78,64.05,85.16,76.85,103.11,85.39,59.78,101.14,78.38,85.39,62.96,68.67,85.39,85.39,81.12,87.19,64.04,47.62,68.31,59.78,98.2,34.33,,73.52,93.29,,59.78,,76.85,72.58,51.87,46.03,72.58,81.12,85.39,85.18,93.29,85.39,76.48,59.78,75.32,58.3,57.17,55.14,53.35,52.17,76.54,68.14,,,67.24,66.18,87.42,,85.39,73.97,89.66,70.36,85.39,71.66,78,70.19,79.78,59.78,76.85,73.97,80.7,56.14,65.75,62.43,65.71,47.73,53.27,68.31,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Cherry Flavour Premix  2x 5L,Default Title,29877248229458,SU103019,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,,78,68.95,82.58,68.31,84.54,47.5,68.31,68.28,78.04,45,69.37,70.19,71.3,62.76,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,42.5,53.8,76.5,67.25,81.12,71.72,64.04,64,44.61,59.78,61.06,44.62,75.48,59.77,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,74.42,89.66,81.12,64.02,89.66,55.58,67.34,46.8,53.8,29.96,57.75,85.39,70.5,62.76,53.8,58.19,83.82,71.65,59.18,71.72,80.7,76.21,87.95,67.25,,54,25.67,59.77,48,87.95,63,76.85,98.2,87.95,100.87,76.12,85.18,88.62,70.36,89.66,62.76,101.14,76.85,89.66,76.21,85.39,59.78,64.56,89.66,,,51.24,75.58,78.37,80.32,59.78,72.58,,79.16,85.3,80.7,56.09,65.81,64.04,85.39,71.72,67.24,60.3,66.41,49.32,62.76,55.05,51.24,76.85,76.85,64.04,66.84,44.83,67.24,50.86,59.78,50.26,89.66,78.86,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,51.24,71.72,64.04,,,39.38,85.39,59.78,85.39,76.21,85.39,81.12,85.39,85.18,96.46,83.82,72.58,68.31,45.92,68.31,81.12,,85.39,81.72,85.39,,87.86,72.58,78.86,,81.12,82.59,,47.78,64.05,85.16,76.85,103.11,85.39,59.78,101.14,78.38,85.39,62.96,68.67,85.39,85.39,81.12,87.19,64.04,47.62,68.31,59.78,98.2,34.33,,73.52,93.29,,59.78,,76.85,72.58,51.87,46.03,72.58,81.12,85.39,85.18,93.29,85.39,,59.78,75.32,58.3,57.17,,53.35,52.17,76.54,68.14,,,67.24,66.18,87.42,,85.39,73.97,89.66,70.36,85.39,71.66,78,70.19,79.78,59.78,,73.97,80.7,56.14,65.75,62.43,65.71,47.73,53.27,68.31,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Cola Flavour Premix  2x 5L,Default Title,29877248262226,SU103018,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,,78,,82.58,68.31,84.54,47.5,68.31,68.28,,,69.37,,,,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,,,76.5,67.25,81.12,71.72,,64,44.61,59.78,61.06,44.62,,,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,,89.66,,64.02,89.66,55.58,67.34,46.8,,29.96,57.75,85.39,70.5,62.76,53.8,58.19,,71.65,,71.72,,76.21,87.95,,,54,25.67,59.77,48,87.95,63,76.85,,87.95,100.87,,,88.62,70.36,89.66,,101.14,76.85,89.66,76.21,,,,,,,51.24,75.58,,80.32,59.78,,,79.16,85.3,80.7,56.09,65.81,64.04,85.39,,67.24,60.3,66.41,,,55.05,,76.85,76.85,64.04,66.84,,,50.86,59.78,,89.66,,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,,71.72,64.04,,,39.38,85.39,,,76.21,85.39,,,,96.46,,,,45.92,,,,,81.72,85.39,,,72.58,78.86,,,,,47.78,64.05,85.16,,,,,101.14,78.38,85.39,62.96,68.67,,,81.12,87.19,64.04,,68.31,59.78,98.2,,,73.52,93.29,,,,76.85,72.58,,46.03,72.58,,85.39,,93.29,,,59.78,,,,,53.35,52.17,76.54,,,,67.24,66.18,,,,,89.66,70.36,,71.66,,70.19,79.78,59.78,,73.97,80.7,,65.75,62.43,65.71,47.73,53.27,,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Lemon/Lime Flavour Premix  2x 5L,Default Title,29877248327762,SU103012,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,,78,,82.58,68.31,84.54,47.5,68.31,68.28,,,69.37,,,,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,,,76.5,67.25,81.12,71.72,,64,44.61,59.78,61.06,44.62,,,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,,89.66,,64.02,89.66,55.58,67.34,46.8,,29.96,57.75,85.39,70.5,62.76,53.8,58.19,,71.65,,71.72,,76.21,87.95,,,54,25.67,59.77,48,87.95,63,76.85,,87.95,100.87,,,88.62,70.36,89.66,,101.14,76.85,89.66,76.21,,,,,,,51.24,75.58,,80.32,59.78,,,79.16,85.3,80.7,56.09,65.81,64.04,85.39,,67.24,60.3,66.41,,,55.05,,76.85,76.85,64.04,66.84,,,50.86,59.78,,89.66,,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,,71.72,64.04,,,39.38,85.39,,,76.21,85.39,,,,96.46,,,,45.92,,,,,81.72,85.39,,,72.58,78.86,,,,,47.78,64.05,85.16,,,,,101.14,78.38,85.39,62.96,68.67,,,81.12,87.19,64.04,,68.31,59.78,98.2,,,73.52,93.29,,,,76.85,72.58,,46.03,72.58,,85.39,,93.29,,,59.78,,,,,53.35,52.17,76.54,,,,67.24,66.18,,,,,89.66,70.36,,71.66,,70.19,79.78,59.78,,73.97,80.7,,65.75,62.43,65.71,47.73,53.27,,91.83,,,
Slush Puppie Manual Fill Premix,Slush Puppie No Sugar Orange Flavour Premix  2x 5L,Default Title,29877248098386,SU103020,101.14,,85.39,84.11,83.26,82.4,81.55,80.69,89.66,67.84,78,60.33,82.58,68.31,84.54,47.5,68.31,68.28,66.68,,69.37,61.43,72.08,44.89,60.2,50.03,59.18,30.62,75.44,61.12,98.2,55.39,,62.76,47.07,76.5,67.25,81.12,71.72,65,64,44.61,59.78,61.06,44.62,67.76,72.82,47.25,,61.27,65.47,83.82,67.25,74.66,77.2,55.12,89.66,,80.7,76.21,58.28,65.12,89.66,52.3,64.02,89.66,55.58,67.34,46.8,78.45,29.96,57.75,85.39,70.5,62.76,53.8,58.19,73.34,71.65,50.03,71.72,58.84,76.21,87.95,52,,54,25.67,59.77,48,87.95,63,76.85,76.46,87.95,100.87,78.45,78.45,88.62,70.36,89.66,58.83,101.14,76.85,89.66,76.21,78.45,74.52,56.47,78.45,,,51.24,75.58,68.58,80.32,59.78,63.5,65.12,79.16,85.3,80.7,56.09,65.81,64.04,85.39,62.76,67.24,60.3,66.41,43.14,50.99,55.05,44.83,76.85,76.85,64.04,66.84,39.23,58.83,50.86,59.78,68.73,89.66,,30.62,85.39,64.04,42.7,39.5,76.21,68.4,85.39,,80.7,64.04,76.85,59.77,98.62,44.83,71.72,64.04,,,39.38,85.39,52.3,74.71,76.21,85.39,,,74.53,96.46,56.48,63.5,59.77,45.92,53.55,70.97,,74.71,81.72,85.39,,76.89,72.58,78.86,,,,,47.78,64.05,85.16,,90.22,,,101.14,78.38,85.39,62.96,68.67,,,81.12,87.19,64.04,41.67,68.31,59.78,98.2,30.05,,73.52,93.29,,65.76,,76.85,72.58,45.4,46.03,72.58,,85.39,,93.29,62.9,45.82,59.78,65.9,73.34,76.1,52.33,53.35,52.17,76.54,56.48,,,67.24,66.18,76.49,,74.71,64.72,89.66,70.36,74.71,71.66,68.25,70.19,79.78,59.78,70.61,73.97,80.7,62.76,65.75,62.43,65.71,47.73,53.27,59.77,91.83,,,
